val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.012716314609337281,36.10324252601761,0.026616709992794668,283895.99555030436
0.009876897628000125,39.92766693625168,0.009400813640679344,45667.16858336989
0.009672027627116303,25.809859253753427,0.008918935350884321,40855.382133540785
0.008774583400310924,52.68623121599918,0.0081785363931272,48008.33651911021
0.007510325473979843,23.86725750803028,0.0072452929230817295,39681.168733527746
0.007321069574888537,59.24030654044262,0.006490492956113007,38689.97606098964
0.005647038875727084,42.71272579869758,0.005362221672152311,45475.10317229397
0.005127879713152016,33.62669665770543,0.005017502349312023,36506.76846243777
0.005459971500891034,44.347061421999896,0.004562705076978368,45015.70247740147
0.003911144846504444,24.735782334001634,0.004395132366630991,33784.421071239405
0.003813881157708275,21.852789606717067,0.004285805751459073,34794.9637048389
0.0036750367889300485,23.83728956992338,0.0040679681638602985,37863.64301454292
0.005259384256296799,31.54539107295725,0.004004450177679123,30958.009399750274
0.0037737360564096423,41.32909986598939,0.003809217760181528,37971.70081115412
0.00335236711865698,24.21726811269255,0.003759567991277929,40509.788827088436
0.003643364078726782,19.12678091936675,0.0036517897939656752,37855.492405346886
0.003256745412610567,32.15888087608514,0.0034590769266804396,28709.066733503954
0.003571573213331765,38.36206235125623,0.0035486253394540084,37063.29698425655
0.003661912663631467,39.996857228806206,0.0034099569570715145,34766.19075867113
0.003264341198726722,35.722256304978714,0.0034380287687783523,26278.149443699465
0.0030553433295952247,20.18681362907194,0.0033077192229487126,25138.462118730447
0.0030579968639302298,31.626543687364435,0.0032750458457207277,29597.73167173767
0.003265941349770347,36.092075504803105,0.003208328334172651,37164.70655000796
0.002956636496017517,21.388551148167,0.003280645986797951,30510.404586614317
0.0032495301896778048,20.261246639536097,0.0031583337878208543,35693.03099609375
0.0029936118541012465,29.67147710942364,0.0031792464329213916,32359.851855786856
0.002807567826805009,18.800963923986284,0.0030856827866538603,35921.54997841631
0.0028869102776031413,27.503424847953422,0.003097971706224953,40146.99095114265
0.002848523716229208,30.46808492861554,0.003024271004217661,36772.83572768234
0.0027557195506626047,24.09790070933364,0.003034149470376009,22100.01485989742
0.002830305782560939,18.92954302692168,0.002999436458572745,31863.756201867054
0.002849837346720703,17.276419769522462,0.0029591276660814124,28917.923226576982
0.002681848271642177,19.64741153766073,0.002898063440854519,25478.282808576423
0.003151829028262692,25.466538274809142,0.002881703002409915,31732.398394157022
0.002647500429517927,21.703070461596806,0.002946225494967174,25939.983544196693
0.002754613385442405,25.170913426612522,0.002886665386258293,39120.30275743155
